epoch;loss;accuracy
0;3.1706690303125202;0.5
0;3.160153301866701;0.5
0;3.1485980775271543;0.5
0;3.136024376935042;0.5
0;3.1224544319418612;0.5
0;3.1079116168749716;0.5
0;3.09242037665147;0.5
0;3.0760061530742404;0.5
0;3.03256680150346;0.5
0;2.9883925607062563;0.5
0;2.9427829740156426;0.5
0;2.897469658488306;0.5
0;2.852472703570101;0.5
0;2.8078110692706995;0.5
0;2.763502603847087;0.5
0;2.721544272316407;0.5
1;2.7118546434292337;0.5
1;2.7012712948486155;0.5
1;2.689813557695124;0.5
1;2.6775017923111175;0.5
1;2.6643573235285354;0.5
1;2.6504023742576237;0.5
1;2.635659997709818;0.5
1;2.62015400856702;0.5
1;2.583660805693318;0.5
1;2.5465244756511742;0.5
1;2.508034834393645;0.5
1;2.4697661153174986;0.5
1;2.4317369321053137;0.5
1;2.3939648993480653;0.5
1;2.356466646357257;0.5
1;2.3209633999031367;0.5
2;2.3114168802418065;0.5
2;2.301122106446655;0.5
2;2.290097460645685;0.5
2;2.27836213613072;0.5
2;2.2659360769844605;0.5
2;2.2528399167050503;0.5
2;2.2390949161132316;0.5
2;2.224722900822663;0.5
2;2.1941935154177794;0.5
2;2.16310330376166;0.5
2;2.1307493712756345;0.5
2;2.098555889841652;0.5
2;2.0665399023777633;0.5
2;2.0347175770780224;0.5
2;2.003104217727723;0.5
2;1.9731761197531787;0.5
3;1.9640400079637605;0.5
3;1.9542815688030615;0.5
3;1.9439178752052657;0.5
3;1.932966627038359;0.5
3;1.9214460962334161;0.5
3;1.9093750714482889;0.5
3;1.8967728025165596;0.5
3;1.8836589449255667;0.5
3;1.8582099359800133;0.5
3;1.8322732141311138;0.5
3;1.8051665509068908;0.5
3;1.7781727989088216;0.5
3;1.751307391466142;0.5
3;1.7245850033302004;0.5
3;1.698019557951185;0.5
3;1.6728717847267585;0.5
4;1.6643226684517936;0.5
4;1.6552588342753496;0.5
4;1.645695838315636;0.5
4;1.6356497121101916;0.5
4;1.6251369137945961;0.5
4;1.6141742792172742;0.5
4;1.6027789732049678;0.5
4;1.5909684411849656;0.5
4;1.569817988817748;0.5
4;1.548244229491677;0.5
4;1.5255955464122992;0.5
4;1.5030231623426173;0.5
4;1.4805409126882219;0.5
4;1.4581619806391541;0.5
4;1.4358989019026702;0.5
4;1.4148242258581711;0.5
5;1.406966174004782;0.5
5;1.3986843563887104;0.5
5;1.3899927257925537;0.5
5;1.3809055887295265;0.5
5;1.371437562756779;0.5
5;1.3616035340067565;0.5
5;1.351418615115819;0.5
5;1.3408981037203698;0.5
5;1.3233637529954625;0.5
5;1.3054624190046933;0.5
5;1.2865799821050898;0.5
5;1.267746237634964;0.5
5;1.2489734762561795;0.5
5;1.2302734321221547;0.5
5;1.2116572855572554;0.5
5;1.194034478895034;0.5
6;1.186915857516816;0.5
6;1.1794496392363016;0.5
6;1.171648177082422;0.5
6;1.1635240821274249;0.5
6;1.1550901866943117;0.5
6;1.1463595079651623;0.5
6;1.1373452121371093;0.5
6;1.1280605792638652;0.5
6;1.1135534926369552;0.5
6;1.0987283770209608;0.5
6;1.0830128900337885;0.5
6;1.067325743898789;0.5
6;1.051677768961852;0.5
6;1.0360793238567239;0.5
6;1.0205402965881691;0.5
6;1.0058296230143653;0.5
7;0.9994577754241529;0.5
7;0.9928016352263794;0.5
7;0.9858720217846899;0.5
7;0.9786799386986044;0.5
7;0.9712365424592478;0.5
7;0.9635531116112444;0.5
7;0.9556410165391181;0.5
7;0.9475116899880381;0.5
7;0.9355287367333103;0.5
7;0.9232700908435564;0.5
7;0.9102073396203354;0.5
7;0.897158301010048;0.5
7;0.8841324506402721;0.5
7;0.871138866551041;0.5
7;0.8581862290870124;0.5
7;0.8459230742698521;0.5
8;0.8402765583721726;0.5
8;0.8343980362413403;0.5
8;0.828296899361292;0.5
8;0.8219826675335599;0.5
8;0.8154649624258652;0.5
8;0.808753481674717;0.5
8;0.801857973636091;0.5
8;0.7947882128704147;0.5
8;0.7849029709481754;0.5
8;0.7747785060700452;0.5
8;0.7639308182182876;0.5
8;0.753086640969011;0.5
8;0.7422542130448136;0.5
8;0.7314414396315251;0.5
8;0.7206558914235625;0.5
8;0.7104433967433194;0.5
9;0.705481789464869;0.5
9;0.7003311469713533;0.5
9;0.6949995606089724;0.5
9;0.6894952084022392;0.5
9;0.6838263329009154;0.5
9;0.6780012195882171;0.5
9;0.6720281759243036;0.5
9;0.6659155110919116;0.5
9;0.6577689850990904;0.5
9;0.6494145615584129;0.5
9;0.6404118796721379;0.5
9;0.6314058636363833;0.5
9;0.6224036379324183;0.5
9;0.613412048309774;0.5
9;0.604437660266268;0.5
9;0.5959390193179102;0.5
10;0.5916104928314001;0.5
10;0.5871281078830076;0.5
10;0.5824987923230034;0.5
10;0.5777295302065236;0.5
10;0.5728273433525887;0.5
10;0.56779927344478;0.5
10;0.5626523647312355;0.5
10;0.5573936473753615;0.5
10;0.5506852568084512;0.5
10;0.5437958241808061;0.5
10;0.5363269528486478;0.5
10;0.5288503992664609;0.5
10;0.5213722955303458;0.5
10;0.5138985415134235;0.5
10;0.5064348030029154;0.5
10;0.4993656880391379;0.5
11;0.49561266140532123;0.5
11;0.49173448578841805;0.5
11;0.48773706200077355;0.5
11;0.48362632516169823;0.5
11;0.4794082294198226;0.5
11;0.4750887331810638;0.5
11;0.4706737848866681;0.5
11;0.46616930938057466;0.5
11;0.46064849465052976;0.5
11;0.45496963839343313;0.5
11;0.4487740247078479;0.5
11;0.4425681986075688;0.5
11;0.4363574167982858;0.5
11;0.4301467429621095;0.5
11;0.42394104572139957;0.5
11;0.41806246833684896;0.5
12;0.4148256696756133;0.5
12;0.41148710083933043;0.5
12;0.40805176595701753;0.5
12;0.4045246880464677;0.5
12;0.40091089640442995;0.5
12;0.3972154144573833;0.5
12;0.393443248107052;0.5
12;0.38959937460031824;0.5
12;0.3850580095484088;0.5
12;0.38037829898077696;0.5
12;0.37523855021451463;0.5
12;0.3700873514855623;0.5
12;0.3649291935701988;0.5
12;0.35976840707569924;0.5
12;0.35460916035573137;0.5
12;0.3497209427489708;0.5
13;0.34694220603383946;0.5
13;0.344080706989256;0.5
13;0.3411406737867778;0.5
13;0.3381263428904066;0.5
13;0.33504194867843623;0.5
13;0.331891713477286;0.5
13;0.32867983803341083;0.5
13;0.3254104924455253;0.5
13;0.3216761782968208;0.5
13;0.3178203953973821;0.5
13;0.31355562385297553;0.5
13;0.3092790579462716;0.5
13;0.30499452289360895;0.5
13;0.30070571115549954;0.5
13;0.29641618039164497;0.5
13;0.2923511192533096;0.5
14;0.2899752055103705;0.5
14;0.2875319676449091;0.5
14;0.28502496717351034;0.5
14;0.28245776684364093;0.5
14;0.2798339221105703;0.5
14;0.2771569729775948;0.5
14;0.2744304362194402;0.5
14;0.2716577980054237;0.5
14;0.26858803743844867;0.5
14;0.26541128824661075;0.5
14;0.2618712957183034;0.5
14;0.25831975903397375;0.5
14;0.2547599284207871;0.5
14;0.2511949441421781;0.5
14;0.24762783455139284;0.5
14;0.24424657431822425;0.5
15;0.242222262773672;0.5
15;0.2401431589184899;0.5
15;0.23801225489364483;0.5
15;0.23583253956100234;0.5
15;0.23360699151472747;0.5
15;0.23133857240954891;0.5
15;0.22903022062088277;0.5
15;0.2266848452492023;0.5
15;0.22416204811844279;0.5
15;0.22154471021949984;0.5
15;0.21860497535264237;0.5
15;0.21565432197414391;0.5
15;0.21269550600227352;0.5
15;0.2097311922902045;0.5
15;0.20676395281452065;0.5
15;0.20395054280623345;0.5
16;0.20223119183152202;0.5
16;0.20046721918896335;0.5
16;0.19866113308406624;0.5
16;0.19681543574437252;0.5
16;0.19493261769548625;0.5
16;0.19301515231094615;0.5
16;0.19106549064731287;0.5
16;0.18908605657357333;0.5
16;0.18701330290893284;0.5
16;0.18485673568646652;0.5
16;0.18241413939395704;0.5
16;0.17996146786211087;0.5
16;0.17750105381839978;0.5
16;0.17503515456415555;0.5
16;0.1725659503177383;0.5
16;0.17022403536989877;0.5
17;0.1687677707086108;0.5
17;0.1672751397108915;0.5
17;0.16574824091216578;0.5
17;0.16418916543189702;0.5
17;0.16259999228890376;0.5
17;0.16098278395166016;0.5
17;0.15933958213211724;0.5
17;0.1576724038297451;0.5
17;0.15596987846012375;0.5
17;0.15419281088028813;0.5
17;0.15216202158582937;0.5
17;0.15012210682612137;0.5
17;0.14807503828835825;0.5
17;0.14602272515719372;0.5
17;0.14396701262010603;0.5
17;0.1420165942501728;0.5
18;0.1407862452475659;0.5
18;0.13952623307576228;0.5
18;0.13823831062048533;0.5
18;0.1369242227705972;0.5
18;0.13558570258580002;0.5
18;0.13422446766474525;0.5
18;0.1328422167199852;0.5
18;0.13144062636463588;0.9375
18;0.1300426377533049;0.5
18;0.12857814624821748;0.5
18;0.12688858310811338;0.5
18;0.12519087463682144;0.5
18;0.12348668540933973;0.5
18;0.12177762816862414;0.5
18;0.12006526249227262;0.5
18;0.11843996339154875;0.5
19;0.117402837471838;0.5
19;0.11634149429255307;0.5
19;0.11525739591304274;0.5
19;0.11415199637955205;0.5
19;0.11302673859099283;0.5
19;0.11188305133479796;0.5
19;0.11072234649765686;0.5
19;0.10954601645469154;0.9375
19;0.10839851633861551;0.5
19;0.10719150908154042;0.5
19;0.10578480379483463;0.5
19;0.10437091334960791;0.5
19;0.1029512417264225;0.5
19;0.10152714988035273;0.5
19;0.10009995456247045;0.5
19;0.09874472027301666;0.5
20;0.0978722814976389;0.5
20;0.09698005309868747;0.5
20;0.0960692530049817;0.5
20;0.09514109147175162;0.5
20;0.09419676851756546;0.5
20;0.09323747150496035;0.5
20;0.09226437286840601;0.9375
20;0.09127862799214628;0.9375
20;0.09033715556397136;0.9375
20;0.0893422864146608;0.5
20;0.0881701701440537;0.5
20;0.08699177735809178;0.5
20;0.08580829137174471;0.5
20;0.0846208597424551;0.5
20;0.08343059323640548;0.5
20;0.08229976907021248;0.5
21;0.08156726758509253;0.5
21;0.08081857922991306;0.5
21;0.08005471740247326;0.5
21;0.07927668837538975;0.5
21;0.0784854892000254;0.5
21;0.07768210573142617;0.5
21;0.07686751077695869;0.9375
21;0.0760426623704936;0.9375
21;0.0752706452830346;0.9375
21;0.07445058914585308;0.5
21;0.0734731386617559;0.5
21;0.07249025058681405;0.5
21;0.07150292170327155;0.5
21;0.07051211903573346;0.5
21;0.06951877895026377;0.5
21;0.06857450603302448;0.5
22;0.06796059072666824;0.5
22;0.06733342278423916;0.5
22;0.06669384453391691;0.5
22;0.06604269183462846;0.5
22;0.06538079236171088;0.5
22;0.06470896399414927;0.5
22;0.06402801330539622;0.9375
22;0.06333873415907297;0.875
22;0.06270608746176286;0.9375
22;0.062030117608861575;0.5
22;0.061214302887124;0.5
22;0.06039381093696598;0.5
22;0.05956948108623713;0.5
22;0.05874212786095949;0.5
22;0.05791254020448295;0.5
22;0.05712342098315027;0.5
23;0.05660975687582558;0.5
23;0.05608523222204929;0.5
23;0.05555054647172945;0.5
23;0.05500639330066693;0.5
23;0.05445345920823579;0.5
23;0.053892422200077325;0.9375
23;0.05332395055731658;0.9375
23;0.05274870169321338;0.875
23;0.05223067427245684;0.9375
23;0.05167349066306502;0.9375
23;0.0509919741127455;0.5
23;0.05030645964902763;0.5
23;0.049617653846687634;0.5
23;0.048926242575298276;0.5
23;0.04823289032560742;0.5
23;0.047572880342721176;0.5
24;0.04714378433292275;0.5
24;0.046705779859004266;0.5
24;0.046259447185882645;0.5
24;0.045805361494181025;0.5
24;0.04534409173294127;0.5
24;0.04487619954333262;0.9375
24;0.0444022382544571;0.9375
24;0.04392275195191409;0.875
24;0.043498977791087405;0.9375
24;0.04303974319963764;0.9375
24;0.04246988807712396;0.5
24;0.04189663499818658;0.5
24;0.04132057871737813;0.5
24;0.04074229667373051;0.5
24;0.04016234841197144;0.5
24;0.0396098372542626;0.5
25;0.039251940197250035;0.5
25;0.038886729322740725;0.5
25;0.03851468558304616;0.5
25;0.03813628550291995;0.5
25;0.03775200024078084;0.5
25;0.037362294709077884;0.9375
25;0.03696762675462694;0.9375
25;0.036568446399368994;0.875
25;0.036222164844930134;0.9375
25;0.03584371253034259;0.9375
25;0.03536676471966251;0.5
25;0.03488694384297915;0.5
25;0.034404750538356815;0.5
25;0.03392067093623968;0.5
25;0.03343517616389581;0.5
25;0.03297222604611;0.5
26;0.032674165184509614;0.5
26;0.03237009450587695;0.5
26;0.03206041228913845;0.5
26;0.031745512993338755;0.5
26;0.03142578648937745;0.5
26;0.0311016173409133;0.9375
26;0.030773384135057896;0.875
26;0.030441458863160378;0.875
26;0.030158874048461987;0.875
26;0.029847056715057222;0.9375
26;0.029447469858959806;0.5
26;0.029045465540642492;0.5
26;0.028641465229370316;0.5
26;0.028235878215697677;0.5
26;0.02782910118845477;0.5
26;0.027440816556980864;0.5
27;0.027192959630166845;0.5
27;0.02694016030360064;0.5
27;0.02668274809481891;0.5
27;0.02642104925216036;0.5
27;0.02615538612598553;0.9375
27;0.025886076580695184;0.9375
27;0.025613433448012996;0.875
27;0.025337764021724725;0.875
27;0.02510751869785674;0.875
27;0.02485067364871076;0.9375
27;0.024515552615658215;0.9375
27;0.02417840693290199;0.5
27;0.02383959150403871;0.5
27;0.0234994509882284;0.5
27;0.023158319440063916;0.5
27;0.02283232526623317;0.5
28;0.022626525854519606;0.5
28;0.022416658676612855;0.5
28;0.02220299610614638;0.5
28;0.021985807738692194;0.5
28;0.02176535987712762;0.9375
28;0.02154191505078967;0.9375
28;0.021315731568760283;0.875
28;0.021087063107421627;0.8125
28;0.02089980643605083;0.875
28;0.020688316174927487;0.9375
28;0.020406958100435284;0.9375
28;0.020123912085558616;0.5
28;0.01983947708230385;0.5
28;0.0195539434071019;0.5
28;0.0192675924349301;0.5
28;0.0189936025468543;0.5
29;0.01882298509936275;0.5
29;0.01864901725471526;0.5
29;0.01847192393378278;0.5
29;0.018291927711908375;0.5
29;0.018109248397713967;0.9375
29;0.01792410263983396;0.9375
29;0.01773670356184271;0.875
29;0.01754726042544836;0.8125
29;0.017395292893364753;0.875
29;0.017221224081204585;0.9375
29;0.01698473980540604;0.9375
29;0.016746854734842588;0.5
29;0.016507820800425097;0.5
29;0.016267882637742655;0.5
29;0.016027277327805026;0.5
29;0.015796737255842914;0.5
30;0.015655509612372383;0.5
30;0.015511520511101972;0.5
30;0.01536495549689752;0.5
30;0.015215998146108503;0.5
30;0.015064829721888271;0.9375
30;0.014911628852561904;0.9375
30;0.014756571233229421;0.875
30;0.01459982935066527;0.8125
30;0.014476810963573188;0.875
30;0.014333617673529885;0.9375
30;0.014134619394116367;0.9375
30;0.013934464081394132;0.5
30;0.013733364153370927;0.5
30;0.013531525851021499;0.5
30;0.013329149018946874;0.5
30;0.013134940465653274;0.5
31;0.013018231368410524;0.5
31;0.012899244757527859;0.5
31;0.012778133527675452;0.5
31;0.012655048930792057;0.5
31;0.012530140294082216;0.9375
31;0.012403554756992069;0.9375
31;0.012275437027310366;0.875
31;0.012145929156421799;0.8125
31;0.012046639550186816;0.875
31;0.011928919280814892;0.9375
31;0.011761262733904201;0.9375
31;0.01159265523061847;0.5
31;0.011423275984614366;0.5
31;0.011253298967150376;0.5
31;0.011082892721825346;0.5
31;0.010919088976248837;0.5
32;0.010822807971175722;0.5
32;0.010724647468789272;0.5
32;0.010624733310276838;0.5
32;0.010523189973532559;0.9375
32;0.010420140342506469;0.9375
32;0.010315705492153833;0.875
32;0.010210004489093778;0.875
32;0.010103154207991764;0.5
32;0.010023295360526374;0.875
32;0.00992658834177754;0.875
32;0.00978515988893034;0.9375
32;0.009642954035083825;0.9375
32;0.009500122087608797;0.5
32;0.009356810893961039;0.5
32;0.009213162685437695;0.5
32;0.00907482614454977;0.5
33;0.008995543317887218;0.5
33;0.008914708614467349;0.5
33;0.008832425476030824;0.5
33;0.008748796219148716;0.9375
33;0.008663921846656483;0.9375
33;0.008577901871881857;0.875
33;0.008490834155753196;0.875
33;0.008402814756792358;0.5
33;0.008338848664915062;0.875
33;0.00825947269830992;0.875
33;0.008140013404003122;0.9375
33;0.008019922354513199;0.9375
33;0.007899327398786042;0.5
33;0.007778352582105973;0.5
33;0.007657118014503883;0.5
33;0.00754013250666451;0.5
34;0.007474975636064098;0.5
34;0.007408536780404491;0.5
34;0.007340900849685785;0.5
34;0.007272151830470168;0.9375
34;0.007202372631808009;0.9375
34;0.0071316449416367255;0.875
34;0.007060049093714416;0.875
34;0.006987663945094107;0.5
34;0.0069366790100035955;0.875
34;0.006871593485193892;0.875
34;0.006770553674988952;0.9375
34;0.006669003920204766;0.9375
34;0.006567052344538648;0.5
34;0.006464803819401746;0.5
34;0.006362359853232826;0.5
34;0.006263291729046354;0.5
35;0.006209858612039623;0.5
35;0.006155366014939338;0.5
35;0.006099883528312737;0.5
35;0.006043479989270152;0.9375
35;0.005986223355665126;0.9375
35;0.005928180588843502;0.875
35;0.005869417544993081;0.875
35;0.005809998875094913;0.5
35;0.005769599870209759;0.875
35;0.005716293748270918;0.875
35;0.005630712694676363;0.9375
35;0.005544723238899349;0.9375
35;0.0054584169122503245;0.5
35;0.005371882457866095;0.5
35;0.005285205737719767;0.5
35;0.005201188745017176;0.5
36;0.005157472674966825;0.5
36;0.005112880696551002;0.5
36;0.0050674697473196825;0.5
36;0.005021296153868036;0.9375
36;0.004974415529212166;0.9375
36;0.004926882677125418;0.875
36;0.004878751503477918;0.875
36;0.004830074934580473;0.5
36;0.004798292354625095;0.875
36;0.004754691848536083;0.875
36;0.0046820981822966274;0.9375
36;0.0046091804875860376;0.9375
36;0.004536016332260633;0.5
36;0.0044626808873938955;0.5
36;0.004389246849248385;0.5
36;0.0043178866778259516;0.5
37;0.004282213251229433;0.5
37;0.004245815472068883;0.5
37;0.004208739836886596;0.5
37;0.004171032350154771;0.9375
37;0.004132738440642633;0.9375
37;0.004093902883439559;0.875
37;0.004054569727663887;0.875
37;0.004014782229857799;0.5
37;0.003989997577043008;0.875
37;0.003954390029175562;0.875
37;0.0038927192546171835;0.9375
37;0.0038307943329592012;0.9375
37;0.0037686810747215235;0.5
37;0.003706443224338383;0.5
37;0.003644142394759708;0.5
37;0.003583437493896533;0.5
38;0.0035544111419086736;0.5
38;0.0035247856434960064;0.5
38;0.0034945988881655253;0.5
38;0.00346388837205549;0.9375
38;0.0034326911298679435;0.9375
38;0.003401043671379075;0.875
38;0.0033689819225509376;0.8125
38;0.0033365411712497554;0.5
38;0.00331742535367226;0.875
38;0.003288396439609452;0.875
38;0.0032359225738772825;0.9375
38;0.0031832522485655958;0.9375
38;0.003130441368358678;0.5
38;0.00307754405181245;0.5
38;0.00302461257660864;0.5
38;0.0029728884402913185;0.5
39;0.002949347274725311;0.5
39;0.002925310465407857;0.5
39;0.0029008088144377364;0.5
39;0.002875872812093642;0.9375
39;0.002850532581517659;0.9375
39;0.0028248178270899754;0.875
39;0.002798757786516827;0.8125
39;0.002772381186636473;0.5
39;0.0027578437106913875;0.8125
39;0.002734225613761446;0.875
39;0.0026895044962620303;0.9375
39;0.0026446343776039007;0.9375
39;0.002599662810800854;0.5
39;0.0025546358002106816;0.5
39;0.002509597755766431;0.5
39;0.002465452358786322;0.5
40;0.002446430104826156;0.5
40;0.0024269978197926233;0.5
40;0.0024071804767490435;0.5
40;0.002387002803978663;0.9375
40;0.0023664892401071436;0.9375
40;0.002345663892192913;0.875
40;0.0023245504968015113;0.8125
40;0.00230317238406841;0.5
40;0.0022923194373354293;0.8125
40;0.0022731480597843437;0.875
40;0.002234970310487435;0.9375
40;0.002196682461935741;0.9375
40;0.002158325020381108;0.5
40;0.002119937145259995;0.5
40;0.0020815566109827245;0.5
40;0.0020438150817141667;0.5
41;0.0020285090343687543;0.5
41;0.0020128638115273433;0.5
41;0.0019968995985623606;0.9375
41;0.001980636390885861;0.9375
41;0.0019640939576170986;0.9375
41;0.001947291807622114;0.875
41;0.0019302491579441439;0.8125
41;0.0019129849046264562;0.5
41;0.0019050847651904382;0.8125
41;0.0018895643870418064;0.875
41;0.0018569163474569657;0.9375
41;0.0018241899726723488;0.9375
41;0.001791419818159641;0.5
41;0.001758639264480965;0.5
41;0.0017258804854381892;0.5
41;0.0016935574331896522;0.5
42;0.001681301521744754;0.5
42;0.0016687651093252082;0.5
42;0.001655964454751477;0.9375
42;0.0016429156714545068;0.9375
42;0.0016296346981311;0.9375
42;0.001616137271287891;0.875
42;0.001602438899689686;0.8125
42;0.0015885548407122713;0.5
42;0.0015830093270089724;0.8125
42;0.0015704834063628346;0.875
42;0.001542514688886774;0.9375
42;0.0015144934617728986;0.9375
42;0.001486449250579849;0.9375
42;0.0014584105526710953;0.5
42;0.0014304048107144874;0.5
42;0.0014026729994714143;0.5
43;0.0013929151743242248;0.5
43;0.0013829254616074878;0.5
43;0.0013727169051658843;0.9375
43;0.0013623024394641802;0.9375
43;0.0013516948659530528;0.9375
43;0.001340906830930004;0.875
43;0.0013299508049076309;0.8125
43;0.0013188390634920842;0.5
43;0.0013151599667460176;0.8125
43;0.0013050870069820785;0.875
43;0.001281083518323307;0.9375
43;0.0012570484180181632;0.9375
43;0.001233006975800994;0.9375
43;0.0012089835586903902;0.5
43;0.0011850016089856828;0.5
43;0.0011611658953918638;0.5
44;0.0011534491657002545;0.5
44;0.0011455408466929627;0.5
44;0.0011374513547451643;0.9375
44;0.0011291910257372783;0.9375
44;0.00112077009608336;0.9375
44;0.0011121986849345357;0.875
44;0.0011034867775673465;0.8125
44;0.0010946442099635646;0.5
44;0.0010924338382951493;0.8125
44;0.0010843674376829141;0.875
44;0.0010637289395447063;0.9375
44;0.001043075649934695;0.9375
44;0.001022429233813966;0.9375
44;0.0010018105609744163;0.5
44;0.0009812396878148871;0.5
44;0.0009607153277964638;0.5
45;0.000954661877622145;0.5
45;0.0009484502602678603;0.5
45;0.0009420887492720195;0.9375
45;0.0009355855606581166;0.9375
45;0.0009289488377662434;0.9375
45;0.0009221866369986293;0.875
45;0.0009153069144919353;0.8125
45;0.0009083175137197345;0.5
45;0.0009072526305027829;0.8125
45;0.0009008249856905965;0.875
45;0.000883046418479589;0.9375
45;0.0008652665146025647;0.9375
45;0.0008475038821461984;0.9375
45;0.000829776426402521;0.5
45;0.0008121013348221098;0.5
45;0.000794395917308197;0.5
46;0.0007896938138185443;0.5
46;0.0007848612760551221;0.5
46;0.0007799048340972883;0.9375
46;0.0007748309786154802;0.9375
46;0.0007696461487982694;0.9375
46;0.000764356720985858;0.875
46;0.0007589689980200405;0.8125
46;0.0007534891993153741;0.5
46;0.0007533077644649297;0.8125
46;0.0007482160274186485;0.875
46;0.0007328719566948331;0.9375
46;0.0007175372346255936;0.9375
46;0.0007022278738205863;0.9375
